citation,name_short,name_full,vote_type
119 U.S. 450,SJField,"Field, Stephen",majority
119 U.S. 450,JPBradley,"Bradley, Joseph",majority
119 U.S. 450,JHarlan1,"Harlan, John",majority
119 U.S. 450,SMatthews,"Matthews, Stanley",majority
119 U.S. 450,HGray,"Gray, Horace",majority
119 U.S. 450,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 454,MRWaite,"Waite, Morrison",majority
119 U.S. 454,SFMiller,"Miller, Samuel",majority
119 U.S. 454,SJField,"Field, Stephen",majority
119 U.S. 454,JPBradley,"Bradley, Joseph",majority
119 U.S. 454,JHarlan1,"Harlan, John",majority
119 U.S. 454,SMatthews,"Matthews, Stanley",majority
119 U.S. 454,HGray,"Gray, Horace",majority
119 U.S. 454,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 464,MRWaite,"Waite, Morrison",majority
119 U.S. 464,SFMiller,"Miller, Samuel",majority
119 U.S. 464,SJField,"Field, Stephen",majority
119 U.S. 464,JPBradley,"Bradley, Joseph",majority
119 U.S. 464,JHarlan1,"Harlan, John",majority
119 U.S. 464,SMatthews,"Matthews, Stanley",majority
119 U.S. 464,HGray,"Gray, Horace",majority
119 U.S. 464,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 469,MRWaite,"Waite, Morrison",majority
119 U.S. 469,SFMiller,"Miller, Samuel",majority
119 U.S. 469,SJField,"Field, Stephen",majority
119 U.S. 469,JPBradley,"Bradley, Joseph",majority
119 U.S. 469,JHarlan1,"Harlan, John",majority
119 U.S. 469,SMatthews,"Matthews, Stanley",majority
119 U.S. 469,HGray,"Gray, Horace",majority
119 U.S. 469,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 473,MRWaite,"Waite, Morrison",majority
119 U.S. 473,SFMiller,"Miller, Samuel",majority
119 U.S. 473,SJField,"Field, Stephen",majority
119 U.S. 473,JPBradley,"Bradley, Joseph",majority
119 U.S. 473,JHarlan1,"Harlan, John",majority
119 U.S. 473,SMatthews,"Matthews, Stanley",majority
119 U.S. 473,HGray,"Gray, Horace",majority
119 U.S. 473,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 477,MRWaite,"Waite, Morrison",majority
119 U.S. 477,SFMiller,"Miller, Samuel",majority
119 U.S. 477,SJField,"Field, Stephen",majority
119 U.S. 477,JPBradley,"Bradley, Joseph",majority
119 U.S. 477,JHarlan1,"Harlan, John",majority
119 U.S. 477,SMatthews,"Matthews, Stanley",majority
119 U.S. 477,HGray,"Gray, Horace",majority
119 U.S. 477,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 502,MRWaite,"Waite, Morrison",majority
119 U.S. 502,SFMiller,"Miller, Samuel",majority
119 U.S. 502,SJField,"Field, Stephen",majority
119 U.S. 502,JPBradley,"Bradley, Joseph",majority
119 U.S. 502,JHarlan1,"Harlan, John",majority
119 U.S. 502,SMatthews,"Matthews, Stanley",majority
119 U.S. 502,HGray,"Gray, Horace",majority
119 U.S. 502,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 526,MRWaite,"Waite, Morrison",majority
119 U.S. 526,SFMiller,"Miller, Samuel",majority
119 U.S. 526,SJField,"Field, Stephen",majority
119 U.S. 526,JPBradley,"Bradley, Joseph",majority
119 U.S. 526,JHarlan1,"Harlan, John",majority
119 U.S. 526,SMatthews,"Matthews, Stanley",majority
119 U.S. 526,HGray,"Gray, Horace",majority
119 U.S. 526,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 401,MRWaite,"Waite, Morrison",majority
119 U.S. 401,SFMiller,"Miller, Samuel",majority
119 U.S. 401,SJField,"Field, Stephen",majority
119 U.S. 401,JPBradley,"Bradley, Joseph",majority
119 U.S. 401,JHarlan1,"Harlan, John",majority
119 U.S. 401,SMatthews,"Matthews, Stanley",majority
119 U.S. 401,HGray,"Gray, Horace",majority
119 U.S. 401,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 485,MRWaite,"Waite, Morrison",majority
119 U.S. 485,SFMiller,"Miller, Samuel",majority
119 U.S. 485,SJField,"Field, Stephen",majority
119 U.S. 485,JPBradley,"Bradley, Joseph",majority
119 U.S. 485,JHarlan1,"Harlan, John",majority
119 U.S. 485,SMatthews,"Matthews, Stanley",majority
119 U.S. 485,HGray,"Gray, Horace",majority
119 U.S. 485,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 495,MRWaite,"Waite, Morrison",majority
119 U.S. 495,SFMiller,"Miller, Samuel",majority
119 U.S. 495,SJField,"Field, Stephen",majority
119 U.S. 495,JPBradley,"Bradley, Joseph",majority
119 U.S. 495,JHarlan1,"Harlan, John",majority
119 U.S. 495,SMatthews,"Matthews, Stanley",majority
119 U.S. 495,HGray,"Gray, Horace",majority
119 U.S. 495,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 530,MRWaite,"Waite, Morrison",majority
119 U.S. 530,SFMiller,"Miller, Samuel",majority
119 U.S. 530,SJField,"Field, Stephen",majority
119 U.S. 530,JPBradley,"Bradley, Joseph",majority
119 U.S. 530,JHarlan1,"Harlan, John",majority
119 U.S. 530,SMatthews,"Matthews, Stanley",majority
119 U.S. 530,HGray,"Gray, Horace",majority
119 U.S. 530,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 543,MRWaite,"Waite, Morrison",majority
119 U.S. 543,SFMiller,"Miller, Samuel",majority
119 U.S. 543,SJField,"Field, Stephen",majority
119 U.S. 543,JPBradley,"Bradley, Joseph",majority
119 U.S. 543,JHarlan1,"Harlan, John",majority
119 U.S. 543,SMatthews,"Matthews, Stanley",majority
119 U.S. 543,HGray,"Gray, Horace",majority
119 U.S. 543,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 561,MRWaite,"Waite, Morrison",majority
119 U.S. 561,SFMiller,"Miller, Samuel",majority
119 U.S. 561,SJField,"Field, Stephen",majority
119 U.S. 561,JPBradley,"Bradley, Joseph",majority
119 U.S. 561,JHarlan1,"Harlan, John",majority
119 U.S. 561,SMatthews,"Matthews, Stanley",majority
119 U.S. 561,HGray,"Gray, Horace",majority
119 U.S. 561,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 581,MRWaite,"Waite, Morrison",majority
119 U.S. 581,SFMiller,"Miller, Samuel",majority
119 U.S. 581,SJField,"Field, Stephen",majority
119 U.S. 581,JPBradley,"Bradley, Joseph",majority
119 U.S. 581,JHarlan1,"Harlan, John",majority
119 U.S. 581,SMatthews,"Matthews, Stanley",majority
119 U.S. 581,HGray,"Gray, Horace",majority
119 U.S. 581,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 584,MRWaite,"Waite, Morrison",majority
119 U.S. 584,SFMiller,"Miller, Samuel",majority
119 U.S. 584,SJField,"Field, Stephen",majority
119 U.S. 584,JPBradley,"Bradley, Joseph",majority
119 U.S. 584,JHarlan1,"Harlan, John",majority
119 U.S. 584,SMatthews,"Matthews, Stanley",majority
119 U.S. 584,HGray,"Gray, Horace",majority
119 U.S. 584,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 586,MRWaite,"Waite, Morrison",majority
119 U.S. 586,SFMiller,"Miller, Samuel",majority
119 U.S. 586,SJField,"Field, Stephen",majority
119 U.S. 586,JPBradley,"Bradley, Joseph",majority
119 U.S. 586,JHarlan1,"Harlan, John",majority
119 U.S. 586,SMatthews,"Matthews, Stanley",majority
119 U.S. 586,HGray,"Gray, Horace",majority
119 U.S. 586,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 613,MRWaite,"Waite, Morrison",majority
119 U.S. 613,SFMiller,"Miller, Samuel",majority
119 U.S. 613,SJField,"Field, Stephen",majority
119 U.S. 613,JPBradley,"Bradley, Joseph",majority
119 U.S. 613,JHarlan1,"Harlan, John",majority
119 U.S. 613,SMatthews,"Matthews, Stanley",majority
119 U.S. 613,HGray,"Gray, Horace",majority
119 U.S. 613,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 625,MRWaite,"Waite, Morrison",majority
119 U.S. 625,SFMiller,"Miller, Samuel",majority
119 U.S. 625,SJField,"Field, Stephen",majority
119 U.S. 625,JPBradley,"Bradley, Joseph",majority
119 U.S. 625,JHarlan1,"Harlan, John",majority
119 U.S. 625,SMatthews,"Matthews, Stanley",majority
119 U.S. 625,HGray,"Gray, Horace",majority
119 U.S. 625,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 631,MRWaite,"Waite, Morrison",majority
119 U.S. 631,SFMiller,"Miller, Samuel",majority
119 U.S. 631,SJField,"Field, Stephen",majority
119 U.S. 631,JPBradley,"Bradley, Joseph",majority
119 U.S. 631,JHarlan1,"Harlan, John",majority
119 U.S. 631,SMatthews,"Matthews, Stanley",majority
119 U.S. 631,HGray,"Gray, Horace",majority
119 U.S. 631,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 637,MRWaite,"Waite, Morrison",majority
119 U.S. 637,SFMiller,"Miller, Samuel",majority
119 U.S. 637,SJField,"Field, Stephen",majority
119 U.S. 637,JPBradley,"Bradley, Joseph",majority
119 U.S. 637,JHarlan1,"Harlan, John",majority
119 U.S. 637,SMatthews,"Matthews, Stanley",majority
119 U.S. 637,HGray,"Gray, Horace",majority
119 U.S. 637,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 643,MRWaite,"Waite, Morrison",majority
119 U.S. 643,SFMiller,"Miller, Samuel",majority
119 U.S. 643,SJField,"Field, Stephen",majority
119 U.S. 643,JPBradley,"Bradley, Joseph",dissent
119 U.S. 643,JHarlan1,"Harlan, John",majority
119 U.S. 643,SMatthews,"Matthews, Stanley",majority
119 U.S. 643,HGray,"Gray, Horace",majority
119 U.S. 643,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 652,MRWaite,"Waite, Morrison",majority
119 U.S. 652,SFMiller,"Miller, Samuel",majority
119 U.S. 652,SJField,"Field, Stephen",majority
119 U.S. 652,JPBradley,"Bradley, Joseph",majority
119 U.S. 652,JHarlan1,"Harlan, John",majority
119 U.S. 652,SMatthews,"Matthews, Stanley",majority
119 U.S. 652,HGray,"Gray, Horace",majority
119 U.S. 652,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 664,MRWaite,"Waite, Morrison",majority
119 U.S. 664,SFMiller,"Miller, Samuel",majority
119 U.S. 664,SJField,"Field, Stephen",majority
119 U.S. 664,JPBradley,"Bradley, Joseph",majority
119 U.S. 664,JHarlan1,"Harlan, John",majority
119 U.S. 664,SMatthews,"Matthews, Stanley",majority
119 U.S. 664,HGray,"Gray, Horace",majority
119 U.S. 664,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 680,MRWaite,"Waite, Morrison",majority
119 U.S. 680,SFMiller,"Miller, Samuel",majority
119 U.S. 680,SJField,"Field, Stephen",majority
119 U.S. 680,JPBradley,"Bradley, Joseph",majority
119 U.S. 680,JHarlan1,"Harlan, John",majority
119 U.S. 680,SMatthews,"Matthews, Stanley",majority
119 U.S. 680,HGray,"Gray, Horace",majority
119 U.S. 680,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 1,MRWaite,"Waite, Morrison",majority
120 U.S. 1,SFMiller,"Miller, Samuel",majority
120 U.S. 1,SJField,"Field, Stephen",majority
120 U.S. 1,JPBradley,"Bradley, Joseph",majority
120 U.S. 1,JHarlan1,"Harlan, John",majority
120 U.S. 1,SMatthews,"Matthews, Stanley",majority
120 U.S. 1,HGray,"Gray, Horace",majority
120 U.S. 1,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 46,MRWaite,"Waite, Morrison",majority
120 U.S. 46,SFMiller,"Miller, Samuel",majority
120 U.S. 46,SJField,"Field, Stephen",majority
120 U.S. 46,JPBradley,"Bradley, Joseph",majority
120 U.S. 46,JHarlan1,"Harlan, John",majority
120 U.S. 46,SMatthews,"Matthews, Stanley",majority
120 U.S. 46,HGray,"Gray, Horace",majority
120 U.S. 46,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 51,MRWaite,"Waite, Morrison",majority
120 U.S. 51,SFMiller,"Miller, Samuel",majority
120 U.S. 51,SJField,"Field, Stephen",majority
120 U.S. 51,JPBradley,"Bradley, Joseph",majority
120 U.S. 51,JHarlan1,"Harlan, John",majority
120 U.S. 51,SMatthews,"Matthews, Stanley",majority
120 U.S. 51,HGray,"Gray, Horace",majority
120 U.S. 51,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 52,MRWaite,"Waite, Morrison",majority
120 U.S. 52,SFMiller,"Miller, Samuel",majority
120 U.S. 52,SJField,"Field, Stephen",majority
120 U.S. 52,JPBradley,"Bradley, Joseph",majority
120 U.S. 52,JHarlan1,"Harlan, John",majority
120 U.S. 52,SMatthews,"Matthews, Stanley",majority
120 U.S. 52,HGray,"Gray, Horace",majority
120 U.S. 52,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 60,MRWaite,"Waite, Morrison",majority
120 U.S. 60,SFMiller,"Miller, Samuel",majority
120 U.S. 60,SJField,"Field, Stephen",majority
120 U.S. 60,JPBradley,"Bradley, Joseph",majority
120 U.S. 60,JHarlan1,"Harlan, John",majority
120 U.S. 60,SMatthews,"Matthews, Stanley",majority
120 U.S. 60,HGray,"Gray, Horace",majority
120 U.S. 60,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 64,MRWaite,"Waite, Morrison",majority
120 U.S. 64,SFMiller,"Miller, Samuel",majority
120 U.S. 64,SJField,"Field, Stephen",majority
120 U.S. 64,JPBradley,"Bradley, Joseph",majority
120 U.S. 64,JHarlan1,"Harlan, John",majority
120 U.S. 64,SMatthews,"Matthews, Stanley",majority
120 U.S. 64,HGray,"Gray, Horace",majority
120 U.S. 64,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 130,MRWaite,"Waite, Morrison",majority
120 U.S. 130,SFMiller,"Miller, Samuel",majority
120 U.S. 130,SJField,"Field, Stephen",majority
120 U.S. 130,JPBradley,"Bradley, Joseph",majority
120 U.S. 130,JHarlan1,"Harlan, John",majority
120 U.S. 130,SMatthews,"Matthews, Stanley",majority
120 U.S. 130,HGray,"Gray, Horace",majority
120 U.S. 130,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 41,MRWaite,"Waite, Morrison",majority
120 U.S. 41,SFMiller,"Miller, Samuel",majority
120 U.S. 41,SJField,"Field, Stephen",majority
120 U.S. 41,JPBradley,"Bradley, Joseph",majority
120 U.S. 41,JHarlan1,"Harlan, John",majority
120 U.S. 41,SMatthews,"Matthews, Stanley",majority
120 U.S. 41,HGray,"Gray, Horace",majority
120 U.S. 41,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 68,MRWaite,"Waite, Morrison",majority
120 U.S. 68,SFMiller,"Miller, Samuel",majority
120 U.S. 68,SJField,"Field, Stephen",majority
120 U.S. 68,JPBradley,"Bradley, Joseph",majority
120 U.S. 68,JHarlan1,"Harlan, John",majority
120 U.S. 68,SMatthews,"Matthews, Stanley",majority
120 U.S. 68,HGray,"Gray, Horace",majority
120 U.S. 68,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 73,MRWaite,"Waite, Morrison",majority
120 U.S. 73,SFMiller,"Miller, Samuel",majority
120 U.S. 73,SJField,"Field, Stephen",majority
120 U.S. 73,JPBradley,"Bradley, Joseph",majority
120 U.S. 73,JHarlan1,"Harlan, John",majority
120 U.S. 73,SMatthews,"Matthews, Stanley",majority
120 U.S. 73,HGray,"Gray, Horace",majority
120 U.S. 73,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 78,MRWaite,"Waite, Morrison",majority
120 U.S. 78,SFMiller,"Miller, Samuel",majority
120 U.S. 78,SJField,"Field, Stephen",majority
120 U.S. 78,JPBradley,"Bradley, Joseph",majority
120 U.S. 78,JHarlan1,"Harlan, John",majority
120 U.S. 78,SMatthews,"Matthews, Stanley",majority
120 U.S. 78,HGray,"Gray, Horace",majority
120 U.S. 78,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 82,MRWaite,"Waite, Morrison",majority
120 U.S. 82,SFMiller,"Miller, Samuel",majority
120 U.S. 82,SJField,"Field, Stephen",majority
120 U.S. 82,JPBradley,"Bradley, Joseph",majority
120 U.S. 82,JHarlan1,"Harlan, John",majority
120 U.S. 82,SMatthews,"Matthews, Stanley",majority
120 U.S. 82,HGray,"Gray, Horace",majority
120 U.S. 82,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 103,MRWaite,"Waite, Morrison",majority
120 U.S. 103,SFMiller,"Miller, Samuel",majority
120 U.S. 103,SJField,"Field, Stephen",majority
120 U.S. 103,JPBradley,"Bradley, Joseph",majority
120 U.S. 103,JHarlan1,"Harlan, John",majority
120 U.S. 103,SMatthews,"Matthews, Stanley",majority
120 U.S. 103,HGray,"Gray, Horace",majority
120 U.S. 103,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 105,MRWaite,"Waite, Morrison",majority
120 U.S. 105,SFMiller,"Miller, Samuel",majority
120 U.S. 105,SJField,"Field, Stephen",majority
120 U.S. 105,JPBradley,"Bradley, Joseph",majority
120 U.S. 105,JHarlan1,"Harlan, John",majority
120 U.S. 105,SMatthews,"Matthews, Stanley",majority
120 U.S. 105,HGray,"Gray, Horace",majority
120 U.S. 105,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 109,MRWaite,"Waite, Morrison",majority
120 U.S. 109,SFMiller,"Miller, Samuel",majority
120 U.S. 109,SJField,"Field, Stephen",majority
120 U.S. 109,JPBradley,"Bradley, Joseph",majority
120 U.S. 109,JHarlan1,"Harlan, John",majority
120 U.S. 109,SMatthews,"Matthews, Stanley",majority
120 U.S. 109,HGray,"Gray, Horace",majority
120 U.S. 109,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 124,MRWaite,"Waite, Morrison",majority
120 U.S. 124,SFMiller,"Miller, Samuel",majority
120 U.S. 124,SJField,"Field, Stephen",majority
120 U.S. 124,JPBradley,"Bradley, Joseph",majority
120 U.S. 124,JHarlan1,"Harlan, John",majority
120 U.S. 124,SMatthews,"Matthews, Stanley",majority
120 U.S. 124,HGray,"Gray, Horace",majority
120 U.S. 124,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 126,MRWaite,"Waite, Morrison",majority
120 U.S. 126,SFMiller,"Miller, Samuel",majority
120 U.S. 126,SJField,"Field, Stephen",majority
120 U.S. 126,JPBradley,"Bradley, Joseph",majority
120 U.S. 126,JHarlan1,"Harlan, John",majority
120 U.S. 126,SMatthews,"Matthews, Stanley",majority
120 U.S. 126,HGray,"Gray, Horace",majority
120 U.S. 126,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 141,MRWaite,"Waite, Morrison",majority
120 U.S. 141,SFMiller,"Miller, Samuel",majority
120 U.S. 141,SJField,"Field, Stephen",majority
120 U.S. 141,JPBradley,"Bradley, Joseph",majority
120 U.S. 141,JHarlan1,"Harlan, John",majority
120 U.S. 141,SMatthews,"Matthews, Stanley",majority
120 U.S. 141,HGray,"Gray, Horace",majority
120 U.S. 141,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 166,MRWaite,"Waite, Morrison",majority
120 U.S. 166,SFMiller,"Miller, Samuel",majority
120 U.S. 166,SJField,"Field, Stephen",majority
120 U.S. 166,JPBradley,"Bradley, Joseph",majority
120 U.S. 166,JHarlan1,"Harlan, John",majority
120 U.S. 166,SMatthews,"Matthews, Stanley",majority
120 U.S. 166,HGray,"Gray, Horace",majority
120 U.S. 166,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 169,MRWaite,"Waite, Morrison",majority
120 U.S. 169,SFMiller,"Miller, Samuel",majority
120 U.S. 169,SJField,"Field, Stephen",majority
120 U.S. 169,JPBradley,"Bradley, Joseph",majority
120 U.S. 169,JHarlan1,"Harlan, John",majority
120 U.S. 169,SMatthews,"Matthews, Stanley",majority
120 U.S. 169,HGray,"Gray, Horace",majority
120 U.S. 169,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 223,MRWaite,"Waite, Morrison",majority
120 U.S. 223,SFMiller,"Miller, Samuel",majority
120 U.S. 223,SJField,"Field, Stephen",majority
120 U.S. 223,JPBradley,"Bradley, Joseph",majority
120 U.S. 223,JHarlan1,"Harlan, John",majority
120 U.S. 223,SMatthews,"Matthews, Stanley",majority
120 U.S. 223,HGray,"Gray, Horace",majority
120 U.S. 223,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 225,MRWaite,"Waite, Morrison",majority
120 U.S. 225,SFMiller,"Miller, Samuel",majority
120 U.S. 225,SJField,"Field, Stephen",majority
120 U.S. 225,JPBradley,"Bradley, Joseph",majority
120 U.S. 225,JHarlan1,"Harlan, John",majority
120 U.S. 225,SMatthews,"Matthews, Stanley",majority
120 U.S. 225,HGray,"Gray, Horace",majority
120 U.S. 225,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 227,MRWaite,"Waite, Morrison",majority
120 U.S. 227,SFMiller,"Miller, Samuel",majority
120 U.S. 227,SJField,"Field, Stephen",majority
120 U.S. 227,JPBradley,"Bradley, Joseph",majority
120 U.S. 227,JHarlan1,"Harlan, John",majority
120 U.S. 227,SMatthews,"Matthews, Stanley",majority
120 U.S. 227,HGray,"Gray, Horace",majority
120 U.S. 227,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 241,MRWaite,"Waite, Morrison",majority
120 U.S. 241,SFMiller,"Miller, Samuel",majority
120 U.S. 241,SJField,"Field, Stephen",majority
120 U.S. 241,JPBradley,"Bradley, Joseph",majority
120 U.S. 241,JHarlan1,"Harlan, John",majority
120 U.S. 241,SMatthews,"Matthews, Stanley",majority
120 U.S. 241,HGray,"Gray, Horace",majority
120 U.S. 241,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 260,MRWaite,"Waite, Morrison",majority
120 U.S. 260,SFMiller,"Miller, Samuel",majority
120 U.S. 260,SJField,"Field, Stephen",majority
120 U.S. 260,JPBradley,"Bradley, Joseph",majority
120 U.S. 260,JHarlan1,"Harlan, John",majority
120 U.S. 260,SMatthews,"Matthews, Stanley",majority
120 U.S. 260,HGray,"Gray, Horace",majority
120 U.S. 260,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 268,MRWaite,"Waite, Morrison",majority
120 U.S. 268,SFMiller,"Miller, Samuel",majority
120 U.S. 268,SJField,"Field, Stephen",majority
120 U.S. 268,JPBradley,"Bradley, Joseph",majority
120 U.S. 268,JHarlan1,"Harlan, John",majority
120 U.S. 268,SMatthews,"Matthews, Stanley",majority
120 U.S. 268,HGray,"Gray, Horace",majority
120 U.S. 268,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 271,MRWaite,"Waite, Morrison",majority
120 U.S. 271,SFMiller,"Miller, Samuel",majority
120 U.S. 271,SJField,"Field, Stephen",majority
120 U.S. 271,JPBradley,"Bradley, Joseph",majority
120 U.S. 271,JHarlan1,"Harlan, John",majority
120 U.S. 271,SMatthews,"Matthews, Stanley",majority
120 U.S. 271,HGray,"Gray, Horace",majority
120 U.S. 271,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 273,MRWaite,"Waite, Morrison",majority
120 U.S. 273,SFMiller,"Miller, Samuel",majority
120 U.S. 273,SJField,"Field, Stephen",majority
120 U.S. 273,JPBradley,"Bradley, Joseph",majority
120 U.S. 273,JHarlan1,"Harlan, John",majority
120 U.S. 273,SMatthews,"Matthews, Stanley",majority
120 U.S. 273,HGray,"Gray, Horace",majority
120 U.S. 273,SBlatchford,"Blatchford, Samuel",majority
120 U.S. 354,MRWaite,"Waite, Morrison",majority
120 U.S. 354,SFMiller,"Miller, Samuel",majority
120 U.S. 354,SJField,"Field, Stephen",majority
120 U.S. 354,JPBradley,"Bradley, Joseph",majority
