citation,name_short,name_full,vote_type
118 U.S. 233,JPBradley,"Bradley, Joseph",majority
118 U.S. 233,JHarlan1,"Harlan, John",majority
118 U.S. 233,WBWoods,"Woods, William",majority
118 U.S. 233,SMatthews,"Matthews, Stanley",majority
118 U.S. 233,HGray,"Gray, Horace",majority
118 U.S. 233,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 235,MRWaite,"Waite, Morrison",majority
118 U.S. 235,SFMiller,"Miller, Samuel",majority
118 U.S. 235,SJField,"Field, Stephen",majority
118 U.S. 235,JPBradley,"Bradley, Joseph",majority
118 U.S. 235,JHarlan1,"Harlan, John",majority
118 U.S. 235,WBWoods,"Woods, William",majority
118 U.S. 235,SMatthews,"Matthews, Stanley",majority
118 U.S. 235,HGray,"Gray, Horace",majority
118 U.S. 235,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 250,MRWaite,"Waite, Morrison",majority
118 U.S. 250,SFMiller,"Miller, Samuel",majority
118 U.S. 250,SJField,"Field, Stephen",majority
118 U.S. 250,JPBradley,"Bradley, Joseph",majority
118 U.S. 250,JHarlan1,"Harlan, John",majority
118 U.S. 250,WBWoods,"Woods, William",majority
118 U.S. 250,SMatthews,"Matthews, Stanley",majority
118 U.S. 250,HGray,"Gray, Horace",majority
118 U.S. 250,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 256,MRWaite,"Waite, Morrison",majority
118 U.S. 256,SFMiller,"Miller, Samuel",majority
118 U.S. 256,SJField,"Field, Stephen",majority
118 U.S. 256,JPBradley,"Bradley, Joseph",majority
118 U.S. 256,JHarlan1,"Harlan, John",majority
118 U.S. 256,WBWoods,"Woods, William",majority
118 U.S. 256,SMatthews,"Matthews, Stanley",majority
118 U.S. 256,HGray,"Gray, Horace",majority
118 U.S. 256,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 264,MRWaite,"Waite, Morrison",majority
118 U.S. 264,SFMiller,"Miller, Samuel",majority
118 U.S. 264,SJField,"Field, Stephen",majority
118 U.S. 264,JPBradley,"Bradley, Joseph",majority
118 U.S. 264,JHarlan1,"Harlan, John",majority
118 U.S. 264,WBWoods,"Woods, William",majority
118 U.S. 264,SMatthews,"Matthews, Stanley",majority
118 U.S. 264,HGray,"Gray, Horace",majority
118 U.S. 264,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 271,MRWaite,"Waite, Morrison",majority
118 U.S. 271,SFMiller,"Miller, Samuel",majority
118 U.S. 271,SJField,"Field, Stephen",majority
118 U.S. 271,JPBradley,"Bradley, Joseph",majority
118 U.S. 271,JHarlan1,"Harlan, John",majority
118 U.S. 271,WBWoods,"Woods, William",majority
118 U.S. 271,SMatthews,"Matthews, Stanley",majority
118 U.S. 271,HGray,"Gray, Horace",majority
118 U.S. 271,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 279,MRWaite,"Waite, Morrison",majority
118 U.S. 279,SFMiller,"Miller, Samuel",majority
118 U.S. 279,SJField,"Field, Stephen",majority
118 U.S. 279,JPBradley,"Bradley, Joseph",majority
118 U.S. 279,JHarlan1,"Harlan, John",majority
118 U.S. 279,WBWoods,"Woods, William",majority
118 U.S. 279,SMatthews,"Matthews, Stanley",majority
118 U.S. 279,HGray,"Gray, Horace",majority
118 U.S. 346,MRWaite,"Waite, Morrison",majority
118 U.S. 346,SFMiller,"Miller, Samuel",majority
118 U.S. 346,SJField,"Field, Stephen",majority
118 U.S. 346,JPBradley,"Bradley, Joseph",majority
118 U.S. 346,JHarlan1,"Harlan, John",majority
118 U.S. 346,WBWoods,"Woods, William",majority
118 U.S. 346,SMatthews,"Matthews, Stanley",majority
118 U.S. 346,HGray,"Gray, Horace",majority
118 U.S. 346,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 355,MRWaite,"Waite, Morrison",majority
118 U.S. 355,SFMiller,"Miller, Samuel",majority
118 U.S. 355,SJField,"Field, Stephen",majority
118 U.S. 355,JPBradley,"Bradley, Joseph",majority
118 U.S. 355,JHarlan1,"Harlan, John",majority
118 U.S. 355,WBWoods,"Woods, William",majority
118 U.S. 355,SMatthews,"Matthews, Stanley",majority
118 U.S. 355,HGray,"Gray, Horace",majority
118 U.S. 355,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 356,MRWaite,"Waite, Morrison",majority
118 U.S. 356,SFMiller,"Miller, Samuel",majority
118 U.S. 356,SJField,"Field, Stephen",majority
118 U.S. 356,JPBradley,"Bradley, Joseph",majority
118 U.S. 356,JHarlan1,"Harlan, John",majority
118 U.S. 356,WBWoods,"Woods, William",majority
118 U.S. 356,SMatthews,"Matthews, Stanley",majority
118 U.S. 356,HGray,"Gray, Horace",majority
118 U.S. 356,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 375,MRWaite,"Waite, Morrison",majority
118 U.S. 375,SFMiller,"Miller, Samuel",majority
118 U.S. 375,SJField,"Field, Stephen",majority
118 U.S. 375,JPBradley,"Bradley, Joseph",majority
118 U.S. 375,JHarlan1,"Harlan, John",majority
118 U.S. 375,WBWoods,"Woods, William",majority
118 U.S. 375,SMatthews,"Matthews, Stanley",majority
118 U.S. 375,HGray,"Gray, Horace",majority
118 U.S. 375,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 389,MRWaite,"Waite, Morrison",majority
118 U.S. 389,SFMiller,"Miller, Samuel",majority
118 U.S. 389,SJField,"Field, Stephen",majority
118 U.S. 389,JPBradley,"Bradley, Joseph",majority
118 U.S. 389,JHarlan1,"Harlan, John",majority
118 U.S. 389,WBWoods,"Woods, William",majority
118 U.S. 389,SMatthews,"Matthews, Stanley",majority
118 U.S. 389,HGray,"Gray, Horace",majority
118 U.S. 389,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 394,MRWaite,"Waite, Morrison",majority
118 U.S. 394,SFMiller,"Miller, Samuel",majority
118 U.S. 394,SJField,"Field, Stephen",majority
118 U.S. 394,JPBradley,"Bradley, Joseph",majority
118 U.S. 394,JHarlan1,"Harlan, John",majority
118 U.S. 394,WBWoods,"Woods, William",majority
118 U.S. 394,SMatthews,"Matthews, Stanley",majority
118 U.S. 394,HGray,"Gray, Horace",majority
118 U.S. 394,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 417,MRWaite,"Waite, Morrison",majority
118 U.S. 417,SFMiller,"Miller, Samuel",majority
118 U.S. 417,SJField,"Field, Stephen",special concurrence
118 U.S. 417,JPBradley,"Bradley, Joseph",majority
118 U.S. 417,JHarlan1,"Harlan, John",majority
118 U.S. 417,WBWoods,"Woods, William",majority
118 U.S. 417,SMatthews,"Matthews, Stanley",majority
118 U.S. 417,HGray,"Gray, Horace",majority
118 U.S. 417,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 425,MRWaite,"Waite, Morrison",majority
118 U.S. 425,SFMiller,"Miller, Samuel",majority
118 U.S. 425,SJField,"Field, Stephen",majority
118 U.S. 425,JPBradley,"Bradley, Joseph",majority
118 U.S. 425,JHarlan1,"Harlan, John",majority
118 U.S. 425,WBWoods,"Woods, William",majority
118 U.S. 425,SMatthews,"Matthews, Stanley",majority
118 U.S. 425,HGray,"Gray, Horace",majority
118 U.S. 425,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 455,MRWaite,"Waite, Morrison",majority
118 U.S. 455,SFMiller,"Miller, Samuel",majority
118 U.S. 455,SJField,"Field, Stephen",majority
118 U.S. 455,JPBradley,"Bradley, Joseph",dissent
118 U.S. 455,JHarlan1,"Harlan, John",majority
118 U.S. 455,WBWoods,"Woods, William",majority
118 U.S. 455,SMatthews,"Matthews, Stanley",majority
118 U.S. 455,HGray,"Gray, Horace",majority
118 U.S. 455,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 468,MRWaite,"Waite, Morrison",majority
118 U.S. 468,SFMiller,"Miller, Samuel",dissent
118 U.S. 468,SJField,"Field, Stephen",majority
118 U.S. 468,JPBradley,"Bradley, Joseph",majority
118 U.S. 468,JHarlan1,"Harlan, John",dissent
118 U.S. 468,WBWoods,"Woods, William",majority
118 U.S. 468,SMatthews,"Matthews, Stanley",dissent
118 U.S. 468,HGray,"Gray, Horace",dissent
118 U.S. 468,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 507,MRWaite,"Waite, Morrison",majority
118 U.S. 507,SFMiller,"Miller, Samuel",dissent
118 U.S. 507,SJField,"Field, Stephen",majority
118 U.S. 507,JPBradley,"Bradley, Joseph",majority
118 U.S. 507,JHarlan1,"Harlan, John",dissent
118 U.S. 507,WBWoods,"Woods, William",majority
118 U.S. 507,SMatthews,"Matthews, Stanley",dissent
118 U.S. 507,HGray,"Gray, Horace",dissent
118 U.S. 507,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 520,MRWaite,"Waite, Morrison",majority
118 U.S. 520,SFMiller,"Miller, Samuel",dissent
118 U.S. 520,SJField,"Field, Stephen",majority
118 U.S. 520,JPBradley,"Bradley, Joseph",majority
118 U.S. 520,JHarlan1,"Harlan, John",dissent
118 U.S. 520,WBWoods,"Woods, William",majority
118 U.S. 520,SMatthews,"Matthews, Stanley",dissent
118 U.S. 520,HGray,"Gray, Horace",dissent
118 U.S. 520,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 545,MRWaite,"Waite, Morrison",majority
118 U.S. 545,SFMiller,"Miller, Samuel",majority
118 U.S. 545,SJField,"Field, Stephen",majority
118 U.S. 545,JPBradley,"Bradley, Joseph",majority
118 U.S. 545,JHarlan1,"Harlan, John",majority
118 U.S. 545,SMatthews,"Matthews, Stanley",majority
118 U.S. 545,HGray,"Gray, Horace",majority
118 U.S. 545,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 557,MRWaite,"Waite, Morrison",dissent
118 U.S. 557,SFMiller,"Miller, Samuel",majority
118 U.S. 557,SJField,"Field, Stephen",majority
118 U.S. 557,JPBradley,"Bradley, Joseph",dissent
118 U.S. 557,JHarlan1,"Harlan, John",majority
118 U.S. 557,SMatthews,"Matthews, Stanley",majority
118 U.S. 557,HGray,"Gray, Horace",dissent
118 U.S. 557,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 596,MRWaite,"Waite, Morrison",majority
118 U.S. 596,SFMiller,"Miller, Samuel",majority
118 U.S. 596,SJField,"Field, Stephen",majority
118 U.S. 596,JPBradley,"Bradley, Joseph",majority
118 U.S. 596,JHarlan1,"Harlan, John",majority
118 U.S. 596,SMatthews,"Matthews, Stanley",majority
118 U.S. 596,HGray,"Gray, Horace",majority
118 U.S. 596,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 608,MRWaite,"Waite, Morrison",majority
118 U.S. 608,SFMiller,"Miller, Samuel",majority
118 U.S. 608,JPBradley,"Bradley, Joseph",majority
118 U.S. 608,JHarlan1,"Harlan, John",majority
118 U.S. 608,SMatthews,"Matthews, Stanley",majority
118 U.S. 608,HGray,"Gray, Horace",majority
118 U.S. 608,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 610,MRWaite,"Waite, Morrison",majority
118 U.S. 610,SFMiller,"Miller, Samuel",majority
118 U.S. 610,SJField,"Field, Stephen",majority
118 U.S. 610,JPBradley,"Bradley, Joseph",majority
118 U.S. 610,JHarlan1,"Harlan, John",majority
118 U.S. 610,SMatthews,"Matthews, Stanley",majority
118 U.S. 610,HGray,"Gray, Horace",majority
118 U.S. 610,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 626,MRWaite,"Waite, Morrison",majority
118 U.S. 626,SFMiller,"Miller, Samuel",majority
118 U.S. 626,SJField,"Field, Stephen",majority
118 U.S. 626,JPBradley,"Bradley, Joseph",majority
118 U.S. 626,JHarlan1,"Harlan, John",majority
118 U.S. 626,SMatthews,"Matthews, Stanley",majority
118 U.S. 626,HGray,"Gray, Horace",majority
118 U.S. 626,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 634,MRWaite,"Waite, Morrison",majority
118 U.S. 634,SFMiller,"Miller, Samuel",majority
118 U.S. 634,SJField,"Field, Stephen",majority
118 U.S. 634,JPBradley,"Bradley, Joseph",majority
118 U.S. 634,JHarlan1,"Harlan, John",majority
118 U.S. 634,SMatthews,"Matthews, Stanley",majority
118 U.S. 634,HGray,"Gray, Horace",majority
118 U.S. 634,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 655,MRWaite,"Waite, Morrison",majority
118 U.S. 655,SFMiller,"Miller, Samuel",majority
118 U.S. 655,SJField,"Field, Stephen",majority
118 U.S. 655,JPBradley,"Bradley, Joseph",majority
118 U.S. 655,JHarlan1,"Harlan, John",majority
118 U.S. 655,SMatthews,"Matthews, Stanley",majority
118 U.S. 655,HGray,"Gray, Horace",majority
118 U.S. 655,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 630,MRWaite,"Waite, Morrison",majority
118 U.S. 630,SFMiller,"Miller, Samuel",majority
118 U.S. 630,SJField,"Field, Stephen",majority
118 U.S. 630,JPBradley,"Bradley, Joseph",majority
118 U.S. 630,JHarlan1,"Harlan, John",majority
118 U.S. 630,SMatthews,"Matthews, Stanley",majority
118 U.S. 630,HGray,"Gray, Horace",majority
118 U.S. 630,SBlatchford,"Blatchford, Samuel",majority
118 U.S. 682,MRWaite,"Waite, Morrison",majority
118 U.S. 682,SFMiller,"Miller, Samuel",majority
118 U.S. 682,SJField,"Field, Stephen",majority
118 U.S. 682,JPBradley,"Bradley, Joseph",majority
118 U.S. 682,JHarlan1,"Harlan, John",majority
118 U.S. 682,SMatthews,"Matthews, Stanley",majority
118 U.S. 682,HGray,"Gray, Horace",majority
118 U.S. 682,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 1,MRWaite,"Waite, Morrison",dissent
119 U.S. 1,SFMiller,"Miller, Samuel",majority
119 U.S. 1,SJField,"Field, Stephen",majority
119 U.S. 1,JPBradley,"Bradley, Joseph",majority
119 U.S. 1,JHarlan1,"Harlan, John",majority
119 U.S. 1,SMatthews,"Matthews, Stanley",majority
119 U.S. 1,HGray,"Gray, Horace",majority
119 U.S. 1,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 45,MRWaite,"Waite, Morrison",majority
119 U.S. 45,SFMiller,"Miller, Samuel",majority
119 U.S. 45,SJField,"Field, Stephen",majority
119 U.S. 45,JPBradley,"Bradley, Joseph",majority
119 U.S. 45,JHarlan1,"Harlan, John",majority
119 U.S. 45,SMatthews,"Matthews, Stanley",majority
119 U.S. 45,HGray,"Gray, Horace",majority
119 U.S. 45,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 47,MRWaite,"Waite, Morrison",majority
119 U.S. 47,SFMiller,"Miller, Samuel",majority
119 U.S. 47,SJField,"Field, Stephen",majority
119 U.S. 47,JPBradley,"Bradley, Joseph",majority
119 U.S. 47,JHarlan1,"Harlan, John",majority
119 U.S. 47,SMatthews,"Matthews, Stanley",majority
119 U.S. 47,HGray,"Gray, Horace",majority
119 U.S. 47,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 53,MRWaite,"Waite, Morrison",majority
119 U.S. 53,SFMiller,"Miller, Samuel",majority
119 U.S. 53,SJField,"Field, Stephen",majority
119 U.S. 53,JPBradley,"Bradley, Joseph",majority
119 U.S. 53,JHarlan1,"Harlan, John",majority
119 U.S. 53,SMatthews,"Matthews, Stanley",majority
119 U.S. 53,HGray,"Gray, Horace",majority
119 U.S. 53,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 55,MRWaite,"Waite, Morrison",majority
119 U.S. 55,SFMiller,"Miller, Samuel",majority
119 U.S. 55,SJField,"Field, Stephen",majority
119 U.S. 55,JPBradley,"Bradley, Joseph",majority
119 U.S. 55,JHarlan1,"Harlan, John",majority
119 U.S. 55,SMatthews,"Matthews, Stanley",majority
119 U.S. 55,HGray,"Gray, Horace",majority
119 U.S. 55,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 96,MRWaite,"Waite, Morrison",majority
119 U.S. 96,SFMiller,"Miller, Samuel",majority
119 U.S. 96,SJField,"Field, Stephen",majority
119 U.S. 96,JPBradley,"Bradley, Joseph",majority
119 U.S. 96,JHarlan1,"Harlan, John",majority
119 U.S. 96,SMatthews,"Matthews, Stanley",majority
119 U.S. 96,HGray,"Gray, Horace",majority
119 U.S. 96,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 110,MRWaite,"Waite, Morrison",majority
119 U.S. 110,SFMiller,"Miller, Samuel",majority
119 U.S. 110,SJField,"Field, Stephen",majority
119 U.S. 110,JPBradley,"Bradley, Joseph",majority
119 U.S. 110,JHarlan1,"Harlan, John",dissent
119 U.S. 110,SMatthews,"Matthews, Stanley",majority
119 U.S. 110,HGray,"Gray, Horace",majority
119 U.S. 110,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 199,MRWaite,"Waite, Morrison",majority
119 U.S. 199,SFMiller,"Miller, Samuel",majority
119 U.S. 199,SJField,"Field, Stephen",majority
119 U.S. 199,JPBradley,"Bradley, Joseph",majority
119 U.S. 199,JHarlan1,"Harlan, John",majority
119 U.S. 199,SMatthews,"Matthews, Stanley",majority
119 U.S. 199,HGray,"Gray, Horace",majority
119 U.S. 199,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 235,MRWaite,"Waite, Morrison",majority
119 U.S. 235,SFMiller,"Miller, Samuel",majority
119 U.S. 235,SJField,"Field, Stephen",majority
119 U.S. 235,JPBradley,"Bradley, Joseph",majority
119 U.S. 235,JHarlan1,"Harlan, John",majority
119 U.S. 235,SMatthews,"Matthews, Stanley",majority
119 U.S. 235,HGray,"Gray, Horace",majority
119 U.S. 235,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 176,MRWaite,"Waite, Morrison",majority
119 U.S. 176,SFMiller,"Miller, Samuel",majority
119 U.S. 176,SJField,"Field, Stephen",majority
119 U.S. 176,JPBradley,"Bradley, Joseph",majority
119 U.S. 176,JHarlan1,"Harlan, John",majority
119 U.S. 176,SMatthews,"Matthews, Stanley",majority
119 U.S. 176,HGray,"Gray, Horace",majority
119 U.S. 176,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 185,MRWaite,"Waite, Morrison",majority
119 U.S. 185,SFMiller,"Miller, Samuel",majority
119 U.S. 185,SJField,"Field, Stephen",majority
119 U.S. 185,JPBradley,"Bradley, Joseph",majority
119 U.S. 185,JHarlan1,"Harlan, John",majority
119 U.S. 185,SMatthews,"Matthews, Stanley",majority
119 U.S. 185,HGray,"Gray, Horace",majority
119 U.S. 185,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 215,MRWaite,"Waite, Morrison",majority
119 U.S. 215,SFMiller,"Miller, Samuel",majority
119 U.S. 215,SJField,"Field, Stephen",majority
119 U.S. 215,JPBradley,"Bradley, Joseph",majority
119 U.S. 215,JHarlan1,"Harlan, John",majority
119 U.S. 215,SMatthews,"Matthews, Stanley",majority
119 U.S. 215,HGray,"Gray, Horace",majority
119 U.S. 215,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 226,MRWaite,"Waite, Morrison",majority
119 U.S. 226,SFMiller,"Miller, Samuel",majority
119 U.S. 226,SJField,"Field, Stephen",majority
119 U.S. 226,JPBradley,"Bradley, Joseph",majority
119 U.S. 226,JHarlan1,"Harlan, John",majority
119 U.S. 226,SMatthews,"Matthews, Stanley",majority
119 U.S. 226,HGray,"Gray, Horace",majority
119 U.S. 226,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 237,MRWaite,"Waite, Morrison",majority
119 U.S. 237,SFMiller,"Miller, Samuel",majority
119 U.S. 237,SJField,"Field, Stephen",majority
119 U.S. 237,JPBradley,"Bradley, Joseph",majority
119 U.S. 237,JHarlan1,"Harlan, John",majority
119 U.S. 237,SMatthews,"Matthews, Stanley",majority
119 U.S. 237,HGray,"Gray, Horace",majority
119 U.S. 237,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 240,MRWaite,"Waite, Morrison",majority
119 U.S. 240,SFMiller,"Miller, Samuel",majority
119 U.S. 240,SJField,"Field, Stephen",majority
119 U.S. 240,JPBradley,"Bradley, Joseph",majority
119 U.S. 240,JHarlan1,"Harlan, John",majority
119 U.S. 240,SMatthews,"Matthews, Stanley",majority
119 U.S. 240,HGray,"Gray, Horace",majority
119 U.S. 240,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 265,MRWaite,"Waite, Morrison",majority
119 U.S. 265,SFMiller,"Miller, Samuel",majority
119 U.S. 265,SJField,"Field, Stephen",majority
119 U.S. 265,JPBradley,"Bradley, Joseph",majority
119 U.S. 265,JHarlan1,"Harlan, John",majority
119 U.S. 265,SMatthews,"Matthews, Stanley",majority
119 U.S. 265,HGray,"Gray, Horace",majority
119 U.S. 265,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 280,MRWaite,"Waite, Morrison",majority
119 U.S. 280,SFMiller,"Miller, Samuel",majority
119 U.S. 280,SJField,"Field, Stephen",majority
119 U.S. 280,JPBradley,"Bradley, Joseph",majority
119 U.S. 280,JHarlan1,"Harlan, John",majority
119 U.S. 280,SMatthews,"Matthews, Stanley",majority
119 U.S. 280,HGray,"Gray, Horace",majority
119 U.S. 280,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 312,MRWaite,"Waite, Morrison",majority
119 U.S. 312,SFMiller,"Miller, Samuel",majority
119 U.S. 312,SJField,"Field, Stephen",majority
119 U.S. 312,JPBradley,"Bradley, Joseph",majority
119 U.S. 312,JHarlan1,"Harlan, John",majority
119 U.S. 312,SMatthews,"Matthews, Stanley",majority
119 U.S. 312,HGray,"Gray, Horace",majority
119 U.S. 312,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 322,MRWaite,"Waite, Morrison",majority
119 U.S. 322,SFMiller,"Miller, Samuel",majority
119 U.S. 322,SJField,"Field, Stephen",majority
119 U.S. 322,JPBradley,"Bradley, Joseph",majority
119 U.S. 322,JHarlan1,"Harlan, John",majority
119 U.S. 322,SMatthews,"Matthews, Stanley",majority
119 U.S. 322,HGray,"Gray, Horace",majority
119 U.S. 322,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 327,MRWaite,"Waite, Morrison",majority
119 U.S. 327,SFMiller,"Miller, Samuel",majority
119 U.S. 327,SJField,"Field, Stephen",majority
119 U.S. 327,JPBradley,"Bradley, Joseph",majority
119 U.S. 327,JHarlan1,"Harlan, John",majority
119 U.S. 327,SMatthews,"Matthews, Stanley",majority
119 U.S. 327,HGray,"Gray, Horace",majority
119 U.S. 327,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 335,MRWaite,"Waite, Morrison",majority
119 U.S. 335,SFMiller,"Miller, Samuel",majority
119 U.S. 335,SJField,"Field, Stephen",majority
119 U.S. 335,JPBradley,"Bradley, Joseph",majority
119 U.S. 335,JHarlan1,"Harlan, John",majority
119 U.S. 335,SMatthews,"Matthews, Stanley",majority
119 U.S. 335,HGray,"Gray, Horace",majority
119 U.S. 335,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 407,MRWaite,"Waite, Morrison",dissent
119 U.S. 407,SFMiller,"Miller, Samuel",majority
119 U.S. 407,SJField,"Field, Stephen",majority
119 U.S. 407,JPBradley,"Bradley, Joseph",majority
119 U.S. 407,JHarlan1,"Harlan, John",majority
119 U.S. 407,SMatthews,"Matthews, Stanley",majority
119 U.S. 407,HGray,"Gray, Horace",special concurrence
119 U.S. 407,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 436,MRWaite,"Waite, Morrison",majority
119 U.S. 436,SFMiller,"Miller, Samuel",majority
119 U.S. 436,SJField,"Field, Stephen",majority
119 U.S. 436,JPBradley,"Bradley, Joseph",majority
119 U.S. 436,JHarlan1,"Harlan, John",majority
119 U.S. 436,SMatthews,"Matthews, Stanley",majority
119 U.S. 436,HGray,"Gray, Horace",majority
119 U.S. 436,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 355,MRWaite,"Waite, Morrison",majority
119 U.S. 355,SFMiller,"Miller, Samuel",majority
119 U.S. 355,SJField,"Field, Stephen",majority
119 U.S. 355,JPBradley,"Bradley, Joseph",majority
119 U.S. 355,JHarlan1,"Harlan, John",majority
119 U.S. 355,SMatthews,"Matthews, Stanley",majority
119 U.S. 355,HGray,"Gray, Horace",majority
119 U.S. 355,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 339,MRWaite,"Waite, Morrison",majority
119 U.S. 339,SFMiller,"Miller, Samuel",majority
119 U.S. 339,SJField,"Field, Stephen",majority
119 U.S. 339,JPBradley,"Bradley, Joseph",majority
119 U.S. 339,JHarlan1,"Harlan, John",majority
119 U.S. 339,SMatthews,"Matthews, Stanley",majority
119 U.S. 339,HGray,"Gray, Horace",majority
119 U.S. 339,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 341,MRWaite,"Waite, Morrison",majority
119 U.S. 341,SFMiller,"Miller, Samuel",majority
119 U.S. 341,SJField,"Field, Stephen",majority
119 U.S. 341,JPBradley,"Bradley, Joseph",majority
119 U.S. 341,JHarlan1,"Harlan, John",majority
119 U.S. 341,SMatthews,"Matthews, Stanley",majority
119 U.S. 341,HGray,"Gray, Horace",majority
119 U.S. 341,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 347,MRWaite,"Waite, Morrison",majority
119 U.S. 347,SFMiller,"Miller, Samuel",majority
119 U.S. 347,SJField,"Field, Stephen",majority
119 U.S. 347,JPBradley,"Bradley, Joseph",dissent
119 U.S. 347,JHarlan1,"Harlan, John",majority
119 U.S. 347,SMatthews,"Matthews, Stanley",majority
119 U.S. 347,HGray,"Gray, Horace",majority
119 U.S. 347,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 357,MRWaite,"Waite, Morrison",majority
119 U.S. 357,SFMiller,"Miller, Samuel",majority
119 U.S. 357,SJField,"Field, Stephen",majority
119 U.S. 357,JPBradley,"Bradley, Joseph",majority
119 U.S. 357,JHarlan1,"Harlan, John",majority
119 U.S. 357,SMatthews,"Matthews, Stanley",majority
119 U.S. 357,HGray,"Gray, Horace",majority
119 U.S. 357,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 373,MRWaite,"Waite, Morrison",majority
119 U.S. 373,SFMiller,"Miller, Samuel",majority
119 U.S. 373,SJField,"Field, Stephen",majority
119 U.S. 373,JPBradley,"Bradley, Joseph",majority
119 U.S. 373,JHarlan1,"Harlan, John",majority
119 U.S. 373,SMatthews,"Matthews, Stanley",majority
119 U.S. 373,HGray,"Gray, Horace",majority
119 U.S. 373,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 385,MRWaite,"Waite, Morrison",majority
119 U.S. 385,SFMiller,"Miller, Samuel",majority
119 U.S. 385,SJField,"Field, Stephen",majority
119 U.S. 385,JPBradley,"Bradley, Joseph",majority
119 U.S. 385,JHarlan1,"Harlan, John",majority
119 U.S. 385,SMatthews,"Matthews, Stanley",majority
119 U.S. 385,HGray,"Gray, Horace",majority
119 U.S. 385,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 387,MRWaite,"Waite, Morrison",majority
119 U.S. 387,SFMiller,"Miller, Samuel",majority
119 U.S. 387,SJField,"Field, Stephen",majority
119 U.S. 387,JPBradley,"Bradley, Joseph",majority
119 U.S. 387,JHarlan1,"Harlan, John",majority
119 U.S. 387,SMatthews,"Matthews, Stanley",majority
119 U.S. 387,HGray,"Gray, Horace",majority
119 U.S. 387,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 388,MRWaite,"Waite, Morrison",majority
119 U.S. 388,SFMiller,"Miller, Samuel",majority
119 U.S. 388,SJField,"Field, Stephen",majority
119 U.S. 388,JPBradley,"Bradley, Joseph",majority
119 U.S. 388,JHarlan1,"Harlan, John",majority
119 U.S. 388,SMatthews,"Matthews, Stanley",majority
119 U.S. 388,HGray,"Gray, Horace",majority
119 U.S. 388,SBlatchford,"Blatchford, Samuel",majority
119 U.S. 450,MRWaite,"Waite, Morrison",majority
119 U.S. 450,SFMiller,"Miller, Samuel",majority
